construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	multiple	ex	k.4
4823	cut	cap	first	R-MAT.500.10.72.gexf	500	4398	5	3	[67, 67, 67, 67]	96	73	73.0	inf	103	0	0	0	0	[96.0, 73.0]	R-MAT	500	10	72	gexf
4824	cut	cap	first	R-MAT.500.10.72.gexf	500	4398	10	4	[67, 67, 67, 67]	96	63	63.0	inf	168	0	0	0	0	[96.0, 63.0]	R-MAT	500	10	72	gexf
4825	cut	cap	first	R-MAT.500.10.72.gexf	500	4398	50	5	[67, 67, 67, 67]	96	17	17.0	inf	237	0	0	0	0	[96.0, 17.0]	R-MAT	500	10	72	gexf
4826	cut	cap	first	R-MAT.500.25.72.gexf	500	9661	2	1	[121, 121, 121, 121]	252	217	217.0	inf	16	0	0	0	0	[252.0, 217.0]	R-MAT	500	25	72	gexf
4827	cut	cap	first	R-MAT.500.25.72.gexf	500	9661	3	2	[121, 121, 121, 121]	252	206	206.0	inf	23	0	0	0	0	[252.0, 206.0]	R-MAT	500	25	72	gexf
4828	cut	cap	first	R-MAT.500.25.72.gexf	500	9661	5	3	[121, 121, 121, 121]	252	186	186.0	inf	38	0	0	0	0	[252.0, 186.0]	R-MAT	500	25	72	gexf
4829	cut	cap	first	R-MAT.500.25.72.gexf	500	9661	10	4	[121, 121, 121, 121]	252	158	158.0	inf	55	0	0	0	0	[252.0, 158.0]	R-MAT	500	25	72	gexf
4830	cut	cap	first	R-MAT.500.25.72.gexf	500	9661	50	5	[121, 121, 121, 121]	252	71	71.0	inf	110	0	0	0	0	[252.0, 71.0]	R-MAT	500	25	72	gexf
4831	cut	cap	first	R-MAT.500.5.73.gexf	500	2322	2	1	[43, 43, 43, 43]	60	49	49.0	inf	116	0	0	0	0	[60.0, 49.0]	R-MAT	500	5	73	gexf
4832	cut	cap	first	R-MAT.500.5.73.gexf	500	2322	3	2	[43, 43, 43, 43]	60	46	46.0	inf	404	0	0	0	0	[60.0, 46.0]	R-MAT	500	5	73	gexf
4833	cut	cap	first	R-MAT.500.5.73.gexf	500	2322	5	3	[43, 43, 43, 43]	60	42	42.0	inf	246	0	0	0	0	[60.0, 42.0]	R-MAT	500	5	73	gexf
4834	cut	cap	first	R-MAT.500.5.73.gexf	500	2322	10	4	[43, 43, 43, 43]	60	33	33.0	inf	421	0	0	0	0	[60.0, 33.0]	R-MAT	500	5	73	gexf
4836	cut	cap	first	R-MAT.500.10.73.gexf	500	4396	2	1	[62, 62, 62, 62]	86	69	69.0	inf	233	0	0	0	0	[86.0, 69.0]	R-MAT	500	10	73	gexf
4837	cut	cap	first	R-MAT.500.10.73.gexf	500	4396	3	2	[62, 62, 62, 62]	86	66	66.0	inf	106	0	0	0	0	[86.0, 66.0]	R-MAT	500	10	73	gexf
4838	cut	cap	first	R-MAT.500.10.73.gexf	500	4396	5	3	[62, 62, 62, 62]	86	62	62.0	inf	180	0	0	0	0	[86.0, 62.0]	R-MAT	500	10	73	gexf
4839	cut	cap	first	R-MAT.500.10.73.gexf	500	4396	10	4	[62, 62, 62, 62]	86	52	52.0	inf	175	0	0	0	0	[86.0, 52.0]	R-MAT	500	10	73	gexf
4840	cut	cap	first	R-MAT.500.10.73.gexf	500	4396	50	5	[62, 62, 62, 62]	86	12	12.0	inf	245	0	0	0	0	[86.0, 12.0]	R-MAT	500	10	73	gexf
4841	cut	cap	first	R-MAT.500.25.73.gexf	500	9746	2	1	[131, 131, 131, 131]	249	213	213.0	inf	13	0	0	0	0	[249.0, 213.0]	R-MAT	500	25	73	gexf
4842	cut	cap	first	R-MAT.500.25.73.gexf	500	9746	3	2	[131, 131, 131, 131]	249	199	199.0	inf	103	0	0	0	0	[249.0, 199.0]	R-MAT	500	25	73	gexf
4843	cut	cap	first	R-MAT.500.25.73.gexf	500	9746	5	3	[131, 131, 131, 131]	249	186	186.0	inf	31	0	0	0	0	[249.0, 186.0]	R-MAT	500	25	73	gexf
4844	cut	cap	first	R-MAT.500.25.73.gexf	500	9746	10	4	[131, 131, 131, 131]	249	166	166.0	inf	55	0	0	0	0	[249.0, 166.0]	R-MAT	500	25	73	gexf
4845	cut	cap	first	R-MAT.500.25.73.gexf	500	9746	50	5	[131, 131, 131, 131]	249	81	81.0	inf	112	0	0	0	0	[249.0, 81.0]	R-MAT	500	25	73	gexf
4846	cut	cap	first	R-MAT.500.5.74.gexf	500	2328	2	1	[37, 37, 37, 37]	48	38	38.0	inf	181	0	0	0	0	[48.0, 38.0]	R-MAT	500	5	74	gexf
4847	cut	cap	first	R-MAT.500.5.74.gexf	500	2328	3	2	[37, 37, 37, 37]	48	36	36.0	inf	247	0	0	0	0	[48.0, 36.0]	R-MAT	500	5	74	gexf
4848	cut	cap	first	R-MAT.500.5.74.gexf	500	2328	5	3	[37, 37, 37, 37]	48	32	32.0	inf	250	0	0	0	0	[48.0, 32.0]	R-MAT	500	5	74	gexf
4849	cut	cap	first	R-MAT.500.5.74.gexf	500	2328	10	4	[37, 37, 37, 37]	48	27	27.0	inf	409	0	0	0	0	[48.0, 27.0]	R-MAT	500	5	74	gexf
4851	cut	cap	first	R-MAT.500.10.74.gexf	500	4363	2	1	[70, 70, 70, 70]	111	91	91.0	inf	234	0	0	0	0	[111.0, 91.0]	R-MAT	500	10	74	gexf
4852	cut	cap	first	R-MAT.500.10.74.gexf	500	4363	3	2	[70, 70, 70, 70]	111	82	82.0	inf	74	0	0	0	0	[111.0, 82.0]	R-MAT	500	10	74	gexf
4853	cut	cap	first	R-MAT.500.10.74.gexf	500	4363	5	3	[70, 70, 70, 70]	111	75	75.0	inf	142	0	0	0	0	[111.0, 75.0]	R-MAT	500	10	74	gexf
4854	cut	cap	first	R-MAT.500.10.74.gexf	500	4363	10	4	[70, 70, 70, 70]	111	64	64.0	inf	142	0	0	0	0	[111.0, 64.0]	R-MAT	500	10	74	gexf
4855	cut	cap	first	R-MAT.500.10.74.gexf	500	4363	50	5	[70, 70, 70, 70]	111	20	20.0	inf	241	0	0	0	0	[111.0, 20.0]	R-MAT	500	10	74	gexf
4856	cut	cap	first	R-MAT.500.25.74.gexf	500	9753	2	1	[116, 116, 116, 116]	236	192	192.0	inf	12	0	0	0	0	[236.0, 192.0]	R-MAT	500	25	74	gexf
4857	cut	cap	first	R-MAT.500.25.74.gexf	500	9753	3	2	[116, 116, 116, 116]	236	182	182.0	inf	27	0	0	0	0	[236.0, 182.0]	R-MAT	500	25	74	gexf
4858	cut	cap	first	R-MAT.500.25.74.gexf	500	9753	5	3	[116, 116, 116, 116]	236	168	168.0	inf	109	0	0	0	0	[236.0, 168.0]	R-MAT	500	25	74	gexf
4859	cut	cap	first	R-MAT.500.25.74.gexf	500	9753	10	4	[116, 116, 116, 116]	236	147	147.0	inf	68	0	0	0	0	[236.0, 147.0]	R-MAT	500	25	74	gexf
4860	cut	cap	first	R-MAT.500.25.74.gexf	500	9753	50	5	[116, 116, 116, 116]	236	66	66.0	inf	112	0	0	0	0	[236.0, 66.0]	R-MAT	500	25	74	gexf
4861	cut	cap	first	R-MAT.500.5.75.gexf	500	2325	2	1	[33, 33, 33, 33]	54	41	41.0	inf	415	0	0	0	0	[54.0, 41.0]	R-MAT	500	5	75	gexf
4862	cut	cap	first	R-MAT.500.5.75.gexf	500	2325	3	2	[33, 33, 33, 33]	54	38	38.0	inf	254	0	0	0	0	[54.0, 38.0]	R-MAT	500	5	75	gexf
4863	cut	cap	first	R-MAT.500.5.75.gexf	500	2325	5	3	[33, 33, 33, 33]	54	33	33.0	inf	255	0	0	0	0	[54.0, 33.0]	R-MAT	500	5	75	gexf
4864	cut	cap	first	R-MAT.500.5.75.gexf	500	2325	10	4	[33, 33, 33, 33]	54	23	23.0	inf	257	0	0	0	0	[54.0, 23.0]	R-MAT	500	5	75	gexf
4866	cut	cap	first	R-MAT.500.10.75.gexf	500	4343	2	1	[57, 57, 57, 57]	92	79	79.0	inf	58	0	0	0	0	[92.0, 79.0]	R-MAT	500	10	75	gexf
4867	cut	cap	first	R-MAT.500.10.75.gexf	500	4343	3	2	[57, 57, 57, 57]	92	74	74.0	inf	67	0	0	0	0	[92.0, 74.0]	R-MAT	500	10	75	gexf
4868	cut	cap	first	R-MAT.500.10.75.gexf	500	4343	5	3	[57, 57, 57, 57]	92	67	67.0	inf	105	0	0	0	0	[92.0, 67.0]	R-MAT	500	10	75	gexf
4869	cut	cap	first	R-MAT.500.10.75.gexf	500	4343	10	4	[57, 57, 57, 57]	92	55	55.0	inf	196	0	0	0	0	[92.0, 55.0]	R-MAT	500	10	75	gexf
4870	cut	cap	first	R-MAT.500.10.75.gexf	500	4343	50	5	[57, 57, 57, 57]	92	7	7.0	inf	249	0	0	0	0	[92.0, 7.0]	R-MAT	500	10	75	gexf
4871	cut	cap	first	R-MAT.500.25.75.gexf	500	9663	2	1	[125, 125, 125, 125]	249	212	212.0	inf	14	0	0	0	0	[249.0, 212.0]	R-MAT	500	25	75	gexf
4872	cut	cap	first	R-MAT.500.25.75.gexf	500	9663	3	2	[125, 125, 125, 125]	249	201	201.0	inf	17	0	0	0	0	[249.0, 201.0]	R-MAT	500	25	75	gexf
4873	cut	cap	first	R-MAT.500.25.75.gexf	500	9663	5	3	[125, 125, 125, 125]	249	183	183.0	inf	108	0	0	0	0	[249.0, 183.0]	R-MAT	500	25	75	gexf
4874	cut	cap	first	R-MAT.500.25.75.gexf	500	9663	10	4	[125, 125, 125, 125]	249	158	158.0	inf	105	0	0	0	0	[249.0, 158.0]	R-MAT	500	25	75	gexf
4875	cut	cap	first	R-MAT.500.25.75.gexf	500	9663	50	5	[125, 125, 125, 125]	249	75	75.0	inf	110	0	0	0	0	[249.0, 75.0]	R-MAT	500	25	75	gexf
4876	cut	cap	first	R-MAT.500.5.76.gexf	500	2299	2	1	[45, 45, 45, 45]	55	49	49.0	inf	250	0	0	0	0	[55.0, 49.0]	R-MAT	500	5	76	gexf
4877	cut	cap	first	R-MAT.500.5.76.gexf	500	2299	3	2	[45, 45, 45, 45]	55	47	47.0	inf	244	0	0	0	0	[55.0, 47.0]	R-MAT	500	5	76	gexf
4878	cut	cap	first	R-MAT.500.5.76.gexf	500	2299	5	3	[45, 45, 45, 45]	55	43	43.0	inf	286	0	0	0	0	[55.0, 43.0]	R-MAT	500	5	76	gexf
4879	cut	cap	first	R-MAT.500.5.76.gexf	500	2299	10	4	[45, 45, 45, 45]	55	35	35.0	inf	412	0	0	0	0	[55.0, 35.0]	R-MAT	500	5	76	gexf
4881	cut	cap	first	R-MAT.500.10.76.gexf	500	4382	2	1	[64, 64, 64, 64]	94	82	82.0	inf	68	0	0	0	0	[94.0, 82.0]	R-MAT	500	10	76	gexf
4882	cut	cap	first	R-MAT.500.10.76.gexf	500	4382	3	2	[64, 64, 64, 64]	94	77	77.0	inf	68	0	0	0	0	[94.0, 77.0]	R-MAT	500	10	76	gexf
4883	cut	cap	first	R-MAT.500.10.76.gexf	500	4382	5	3	[64, 64, 64, 64]	94	69	69.0	inf	230	0	0	0	0	[94.0, 69.0]	R-MAT	500	10	76	gexf
4884	cut	cap	first	R-MAT.500.10.76.gexf	500	4382	10	4	[64, 64, 64, 64]	94	57	57.0	inf	143	0	0	0	0	[94.0, 57.0]	R-MAT	500	10	76	gexf
4885	cut	cap	first	R-MAT.500.10.76.gexf	500	4382	50	5	[64, 64, 64, 64]	94	14	14.0	inf	243	0	0	0	0	[94.0, 14.0]	R-MAT	500	10	76	gexf
4886	cut	cap	first	R-MAT.500.25.76.gexf	500	9773	2	1	[132, 132, 132, 132]	276	235	235.0	inf	12	0	0	0	0	[276.0, 235.0]	R-MAT	500	25	76	gexf
4887	cut	cap	first	R-MAT.500.25.76.gexf	500	9773	3	2	[132, 132, 132, 132]	276	224	224.0	inf	100	0	0	0	0	[276.0, 224.0]	R-MAT	500	25	76	gexf
4888	cut	cap	first	R-MAT.500.25.76.gexf	500	9773	5	3	[132, 132, 132, 132]	276	207	207.0	inf	36	0	0	0	0	[276.0, 207.0]	R-MAT	500	25	76	gexf
4889	cut	cap	first	R-MAT.500.25.76.gexf	500	9773	10	4	[132, 132, 132, 132]	276	181	181.0	inf	79	0	0	0	0	[276.0, 181.0]	R-MAT	500	25	76	gexf
4890	cut	cap	first	R-MAT.500.25.76.gexf	500	9773	50	5	[132, 132, 132, 132]	276	82	82.0	inf	111	0	0	0	0	[276.0, 82.0]	R-MAT	500	25	76	gexf
4891	cut	cap	first	R-MAT.500.5.77.gexf	500	2314	2	1	[35, 35, 35, 35]	55	37	37.0	inf	68	0	0	0	0	[55.0, 37.0]	R-MAT	500	5	77	gexf
4892	cut	cap	first	R-MAT.500.5.77.gexf	500	2314	3	2	[35, 35, 35, 35]	55	34	34.0	inf	184	0	0	0	0	[55.0, 34.0]	R-MAT	500	5	77	gexf
4893	cut	cap	first	R-MAT.500.5.77.gexf	500	2314	5	3	[35, 35, 35, 35]	55	30	30.0	inf	253	0	0	0	0	[55.0, 30.0]	R-MAT	500	5	77	gexf
4894	cut	cap	first	R-MAT.500.5.77.gexf	500	2314	10	4	[35, 35, 35, 35]	55	25	25.0	inf	419	0	0	0	0	[55.0, 25.0]	R-MAT	500	5	77	gexf
4896	cut	cap	first	R-MAT.500.10.77.gexf	500	4328	2	1	[73, 73, 73, 73]	120	102	102.0	inf	57	0	0	0	0	[120.0, 102.0]	R-MAT	500	10	77	gexf
4897	cut	cap	first	R-MAT.500.10.77.gexf	500	4328	3	2	[73, 73, 73, 73]	120	97	97.0	inf	230	0	0	0	0	[120.0, 97.0]	R-MAT	500	10	77	gexf
4898	cut	cap	first	R-MAT.500.10.77.gexf	500	4328	5	3	[73, 73, 73, 73]	120	89	89.0	inf	103	0	0	0	0	[120.0, 89.0]	R-MAT	500	10	77	gexf
4899	cut	cap	first	R-MAT.500.10.77.gexf	500	4328	10	4	[73, 73, 73, 73]	120	77	77.0	inf	163	0	0	0	0	[120.0, 77.0]	R-MAT	500	10	77	gexf
4900	cut	cap	first	R-MAT.500.10.77.gexf	500	4328	50	5	[73, 73, 73, 73]	120	23	23.0	inf	242	0	0	0	0	[120.0, 23.0]	R-MAT	500	10	77	gexf
4901	cut	cap	first	R-MAT.500.25.77.gexf	500	9712	2	1	[126, 126, 126, 126]	270	227	227.0	inf	11	0	0	0	0	[270.0, 227.0]	R-MAT	500	25	77	gexf
4902	cut	cap	first	R-MAT.500.25.77.gexf	500	9712	3	2	[126, 126, 126, 126]	270	216	216.0	inf	18	0	0	0	0	[270.0, 216.0]	R-MAT	500	25	77	gexf
4903	cut	cap	first	R-MAT.500.25.77.gexf	500	9712	5	3	[126, 126, 126, 126]	270	195	195.0	inf	114	0	0	0	0	[270.0, 195.0]	R-MAT	500	25	77	gexf
4904	cut	cap	first	R-MAT.500.25.77.gexf	500	9712	10	4	[126, 126, 126, 126]	270	169	169.0	inf	63	0	0	0	0	[270.0, 169.0]	R-MAT	500	25	77	gexf
4905	cut	cap	first	R-MAT.500.25.77.gexf	500	9712	50	5	[126, 126, 126, 126]	270	76	76.0	inf	112	0	0	0	0	[270.0, 76.0]	R-MAT	500	25	77	gexf
4906	cut	cap	first	R-MAT.500.5.78.gexf	500	2322	2	1	[38, 38, 38, 38]	51	37	37.0	inf	116	0	0	0	0	[51.0, 37.0]	R-MAT	500	5	78	gexf
4907	cut	cap	first	R-MAT.500.5.78.gexf	500	2322	3	2	[38, 38, 38, 38]	51	35	35.0	inf	249	0	0	0	0	[51.0, 35.0]	R-MAT	500	5	78	gexf
4908	cut	cap	first	R-MAT.500.5.78.gexf	500	2322	5	3	[38, 38, 38, 38]	51	33	33.0	inf	411	0	0	0	0	[51.0, 33.0]	R-MAT	500	5	78	gexf
4909	cut	cap	first	R-MAT.500.5.78.gexf	500	2322	10	4	[38, 38, 38, 38]	51	28	28.0	inf	418	0	0	0	0	[51.0, 28.0]	R-MAT	500	5	78	gexf
4911	cut	cap	first	R-MAT.500.10.78.gexf	500	4380	2	1	[60, 60, 60, 60]	94	78	78.0	inf	57	0	0	0	0	[94.0, 78.0]	R-MAT	500	10	78	gexf
4912	cut	cap	first	R-MAT.500.10.78.gexf	500	4380	3	2	[60, 60, 60, 60]	94	72	72.0	inf	57	0	0	0	0	[94.0, 72.0]	R-MAT	500	10	78	gexf
4913	cut	cap	first	R-MAT.500.10.78.gexf	500	4380	5	3	[60, 60, 60, 60]	94	64	64.0	inf	228	0	0	0	0	[94.0, 64.0]	R-MAT	500	10	78	gexf
4914	cut	cap	first	R-MAT.500.10.78.gexf	500	4380	10	4	[60, 60, 60, 60]	94	53	53.0	inf	179	0	0	0	0	[94.0, 53.0]	R-MAT	500	10	78	gexf
4915	cut	cap	first	R-MAT.500.10.78.gexf	500	4380	50	5	[60, 60, 60, 60]	94	10	10.0	inf	245	0	0	0	0	[94.0, 10.0]	R-MAT	500	10	78	gexf
4916	cut	cap	first	R-MAT.500.25.78.gexf	500	9614	2	1	[114, 114, 114, 114]	250	208	208.0	inf	13	0	0	0	0	[250.0, 208.0]	R-MAT	500	25	78	gexf
4917	cut	cap	first	R-MAT.500.25.78.gexf	500	9614	3	2	[114, 114, 114, 114]	250	197	197.0	inf	110	0	0	0	0	[250.0, 197.0]	R-MAT	500	25	78	gexf
4918	cut	cap	first	R-MAT.500.25.78.gexf	500	9614	5	3	[114, 114, 114, 114]	250	179	179.0	inf	25	0	0	0	0	[250.0, 179.0]	R-MAT	500	25	78	gexf
4919	cut	cap	first	R-MAT.500.25.78.gexf	500	9614	10	4	[114, 114, 114, 114]	250	153	153.0	inf	104	0	0	0	0	[250.0, 153.0]	R-MAT	500	25	78	gexf
4920	cut	cap	first	R-MAT.500.25.78.gexf	500	9614	50	5	[114, 114, 114, 114]	250	64	64.0	inf	112	0	0	0	0	[250.0, 64.0]	R-MAT	500	25	78	gexf
4921	cut	cap	first	R-MAT.500.5.79.gexf	500	2324	2	1	[37, 37, 37, 37]	58	46	46.0	inf	139	0	0	0	0	[58.0, 46.0]	R-MAT	500	5	79	gexf
4922	cut	cap	first	R-MAT.500.5.79.gexf	500	2324	3	2	[37, 37, 37, 37]	58	42	42.0	inf	180	0	0	0	0	[58.0, 42.0]	R-MAT	500	5	79	gexf
4923	cut	cap	first	R-MAT.500.5.79.gexf	500	2324	5	3	[37, 37, 37, 37]	58	38	38.0	inf	301	0	0	0	0	[58.0, 38.0]	R-MAT	500	5	79	gexf
4924	cut	cap	first	R-MAT.500.5.79.gexf	500	2324	10	4	[37, 37, 37, 37]	58	28	28.0	inf	268	0	0	0	0	[58.0, 28.0]	R-MAT	500	5	79	gexf
4926	cut	cap	first	R-MAT.500.10.79.gexf	500	4382	2	1	[60, 60, 60, 60]	91	80	80.0	inf	234	0	0	0	0	[91.0, 80.0]	R-MAT	500	10	79	gexf
4927	cut	cap	first	R-MAT.500.10.79.gexf	500	4382	3	2	[60, 60, 60, 60]	91	76	76.0	inf	124	0	0	0	0	[91.0, 76.0]	R-MAT	500	10	79	gexf
4928	cut	cap	first	R-MAT.500.10.79.gexf	500	4382	5	3	[60, 60, 60, 60]	91	68	68.0	inf	105	0	0	0	0	[91.0, 68.0]	R-MAT	500	10	79	gexf
4929	cut	cap	first	R-MAT.500.10.79.gexf	500	4382	10	4	[60, 60, 60, 60]	91	56	56.0	inf	166	0	0	0	0	[91.0, 56.0]	R-MAT	500	10	79	gexf
4930	cut	cap	first	R-MAT.500.10.79.gexf	500	4382	50	5	[60, 60, 60, 60]	91	10	10.0	inf	244	0	0	0	0	[91.0, 10.0]	R-MAT	500	10	79	gexf
4931	cut	cap	first	R-MAT.500.25.79.gexf	500	9806	2	1	[120, 120, 120, 120]	248	211	211.0	inf	12	0	0	0	0	[248.0, 211.0]	R-MAT	500	25	79	gexf
4932	cut	cap	first	R-MAT.500.25.79.gexf	500	9806	3	2	[120, 120, 120, 120]	248	201	201.0	inf	102	0	0	0	0	[248.0, 201.0]	R-MAT	500	25	79	gexf
4933	cut	cap	first	R-MAT.500.25.79.gexf	500	9806	5	3	[120, 120, 120, 120]	248	186	186.0	inf	38	0	0	0	0	[248.0, 186.0]	R-MAT	500	25	79	gexf
4934	cut	cap	first	R-MAT.500.25.79.gexf	500	9806	10	4	[120, 120, 120, 120]	248	162	162.0	inf	46	0	0	0	0	[248.0, 162.0]	R-MAT	500	25	79	gexf
4935	cut	cap	first	R-MAT.500.25.79.gexf	500	9806	50	5	[120, 120, 120, 120]	248	70	70.0	inf	80	0	0	0	0	[248.0, 70.0]	R-MAT	500	25	79	gexf
4936	cut	cap	first	R-MAT.500.5.80.gexf	500	2318	2	1	[37, 37, 37, 37]	54	44	44.0	inf	181	0	0	0	0	[54.0, 44.0]	R-MAT	500	5	80	gexf
4937	cut	cap	first	R-MAT.500.5.80.gexf	500	2318	3	2	[37, 37, 37, 37]	54	41	41.0	inf	180	0	0	0	0	[54.0, 41.0]	R-MAT	500	5	80	gexf
4938	cut	cap	first	R-MAT.500.5.80.gexf	500	2318	5	3	[37, 37, 37, 37]	54	37	37.0	inf	306	0	0	0	0	[54.0, 37.0]	R-MAT	500	5	80	gexf
4939	cut	cap	first	R-MAT.500.5.80.gexf	500	2318	10	4	[37, 37, 37, 37]	54	27	27.0	inf	253	0	0	0	0	[54.0, 27.0]	R-MAT	500	5	80	gexf
4941	cut	cap	first	R-MAT.500.10.80.gexf	500	4388	2	1	[60, 60, 60, 60]	98	80	80.0	inf	44	0	0	0	0	[98.0, 80.0]	R-MAT	500	10	80	gexf
4942	cut	cap	first	R-MAT.500.10.80.gexf	500	4388	3	2	[60, 60, 60, 60]	98	76	76.0	inf	229	0	0	0	0	[98.0, 76.0]	R-MAT	500	10	80	gexf
4943	cut	cap	first	R-MAT.500.10.80.gexf	500	4388	5	3	[60, 60, 60, 60]	98	68	68.0	inf	144	0	0	0	0	[98.0, 68.0]	R-MAT	500	10	80	gexf
4944	cut	cap	first	R-MAT.500.10.80.gexf	500	4388	10	4	[60, 60, 60, 60]	98	56	56.0	inf	196	0	0	0	0	[98.0, 56.0]	R-MAT	500	10	80	gexf
4945	cut	cap	first	R-MAT.500.10.80.gexf	500	4388	50	5	[60, 60, 60, 60]	98	10	10.0	inf	244	0	0	0	0	[98.0, 10.0]	R-MAT	500	10	80	gexf
4946	cut	cap	first	R-MAT.500.25.80.gexf	500	9716	2	1	[123, 123, 123, 123]	253	203	203.0	inf	12	0	0	0	0	[253.0, 203.0]	R-MAT	500	25	80	gexf
4947	cut	cap	first	R-MAT.500.25.80.gexf	500	9716	3	2	[123, 123, 123, 123]	253	187	187.0	inf	107	0	0	0	0	[253.0, 187.0]	R-MAT	500	25	80	gexf
4948	cut	cap	first	R-MAT.500.25.80.gexf	500	9716	5	3	[123, 123, 123, 123]	253	170	170.0	inf	31	0	0	0	0	[253.0, 170.0]	R-MAT	500	25	80	gexf
4949	cut	cap	first	R-MAT.500.25.80.gexf	500	9716	10	4	[123, 123, 123, 123]	253	144	144.0	inf	107	0	0	0	0	[253.0, 144.0]	R-MAT	500	25	80	gexf
4950	cut	cap	first	R-MAT.500.25.80.gexf	500	9716	50	5	[123, 123, 123, 123]	253	73	73.0	inf	109	0	0	0	0	[253.0, 73.0]	R-MAT	500	25	80	gexf
4951	cut	cap	first	R-MAT.500.5.81.gexf	500	2320	2	1	[26, 26, 26, 26]	39	32	32.0	inf	181	0	0	0	0	[39.0, 32.0]	R-MAT	500	5	81	gexf
4952	cut	cap	first	R-MAT.500.5.81.gexf	500	2320	3	2	[26, 26, 26, 26]	39	29	29.0	inf	182	0	0	0	0	[39.0, 29.0]	R-MAT	500	5	81	gexf
4953	cut	cap	first	R-MAT.500.5.81.gexf	500	2320	5	3	[26, 26, 26, 26]	39	23	23.0	inf	187	0	0	0	0	[39.0, 23.0]	R-MAT	500	5	81	gexf
4954	cut	cap	first	R-MAT.500.5.81.gexf	500	2320	10	4	[26, 26, 26, 26]	39	16	16.0	inf	431	0	0	0	0	[39.0, 16.0]	R-MAT	500	5	81	gexf
4956	cut	cap	first	R-MAT.500.10.81.gexf	500	4339	2	1	[55, 55, 55, 55]	90	76	76.0	inf	230	0	0	0	0	[90.0, 76.0]	R-MAT	500	10	81	gexf
4957	cut	cap	first	R-MAT.500.10.81.gexf	500	4339	3	2	[55, 55, 55, 55]	90	71	71.0	inf	106	0	0	0	0	[90.0, 71.0]	R-MAT	500	10	81	gexf
4958	cut	cap	first	R-MAT.500.10.81.gexf	500	4339	5	3	[55, 55, 55, 55]	90	64	64.0	inf	105	0	0	0	0	[90.0, 64.0]	R-MAT	500	10	81	gexf
4959	cut	cap	first	R-MAT.500.10.81.gexf	500	4339	10	4	[55, 55, 55, 55]	90	52	52.0	inf	194	0	0	0	0	[90.0, 52.0]	R-MAT	500	10	81	gexf
4960	cut	cap	first	R-MAT.500.10.81.gexf	500	4339	50	5	[55, 55, 55, 55]	90	5	5.0	inf	245	0	0	0	0	[90.0, 5.0]	R-MAT	500	10	81	gexf
4961	cut	cap	first	R-MAT.500.25.81.gexf	500	9695	2	1	[122, 122, 122, 122]	238	203	203.0	inf	14	0	0	0	0	[238.0, 203.0]	R-MAT	500	25	81	gexf
4962	cut	cap	first	R-MAT.500.25.81.gexf	500	9695	3	2	[122, 122, 122, 122]	238	195	195.0	inf	23	0	0	0	0	[238.0, 195.0]	R-MAT	500	25	81	gexf
4963	cut	cap	first	R-MAT.500.25.81.gexf	500	9695	5	3	[122, 122, 122, 122]	238	182	182.0	inf	26	0	0	0	0	[238.0, 182.0]	R-MAT	500	25	81	gexf
4964	cut	cap	first	R-MAT.500.25.81.gexf	500	9695	10	4	[122, 122, 122, 122]	238	159	159.0	inf	53	0	0	0	0	[238.0, 159.0]	R-MAT	500	25	81	gexf
4965	cut	cap	first	R-MAT.500.25.81.gexf	500	9695	50	5	[122, 122, 122, 122]	238	72	72.0	inf	108	0	0	0	0	[238.0, 72.0]	R-MAT	500	25	81	gexf
4966	cut	cap	first	R-MAT.500.5.82.gexf	500	2303	2	1	[39, 39, 39, 39]	50	44	44.0	inf	179	0	0	0	0	[50.0, 44.0]	R-MAT	500	5	82	gexf
4967	cut	cap	first	R-MAT.500.5.82.gexf	500	2303	3	2	[39, 39, 39, 39]	50	42	42.0	inf	409	0	0	0	0	[50.0, 42.0]	R-MAT	500	5	82	gexf
4968	cut	cap	first	R-MAT.500.5.82.gexf	500	2303	5	3	[39, 39, 39, 39]	50	38	38.0	inf	333	0	0	0	0	[50.0, 38.0]	R-MAT	500	5	82	gexf
4969	cut	cap	first	R-MAT.500.5.82.gexf	500	2303	10	4	[39, 39, 39, 39]	50	29	29.0	inf	412	0	0	0	0	[50.0, 29.0]	R-MAT	500	5	82	gexf
4971	cut	cap	first	R-MAT.500.10.82.gexf	500	4396	2	1	[60, 60, 60, 60]	105	83	83.0	inf	39	0	0	0	0	[105.0, 83.0]	R-MAT	500	10	82	gexf
4972	cut	cap	first	R-MAT.500.10.82.gexf	500	4396	3	2	[60, 60, 60, 60]	105	76	76.0	inf	235	0	0	0	0	[105.0, 76.0]	R-MAT	500	10	82	gexf
4973	cut	cap	first	R-MAT.500.10.82.gexf	500	4396	5	3	[60, 60, 60, 60]	105	68	68.0	inf	82	0	0	0	0	[105.0, 68.0]	R-MAT	500	10	82	gexf
4974	cut	cap	first	R-MAT.500.10.82.gexf	500	4396	10	4	[60, 60, 60, 60]	105	54	54.0	inf	143	0	0	0	0	[105.0, 54.0]	R-MAT	500	10	82	gexf
