construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	multiple	ex	k.4	mem	constant	best
5226	cut	cap	first	R-MAT.500.10.99.gexf	500	4327	2	1	[61, 61, 61, 61]	105	88	88.0	inf	51	0	0	0	0	[105.0, 88.0]	R-MAT	500	10	99	gexf	105	1.19318181818182	0.5
5227	cut	cap	first	R-MAT.500.10.99.gexf	500	4327	3	2	[61, 61, 61, 61]	105	82	82.0	inf	229	0	0	0	0	[105.0, 82.0]	R-MAT	500	10	99	gexf	105	1.28048780487805	0.5
5228	cut	cap	first	R-MAT.500.10.99.gexf	500	4327	5	3	[61, 61, 61, 61]	105	72	72.0	inf	227	0	0	0	0	[105.0, 72.0]	R-MAT	500	10	99	gexf	105	1.45833333333333	0.5
5229	cut	cap	first	R-MAT.500.10.99.gexf	500	4327	10	4	[61, 61, 61, 61]	105	58	58.0	inf	145	0	0	0	0	[105.0, 58.0]	R-MAT	500	10	99	gexf	104.5	1.80172413793103	0.5
5230	cut	cap	first	R-MAT.500.10.99.gexf	500	4327	50	5	[61, 61, 61, 61]	105	11	11.0	inf	242	0	0	0	0	[105.0, 11.0]	R-MAT	500	10	99	gexf	66	6	0.5
5231	cut	cap	first	R-MAT.500.25.99.gexf	500	9758	2	1	[133, 133, 133, 133]	277	232	232.0	inf	11	0	0	0	0	[277.0, 232.0]	R-MAT	500	25	99	gexf	277	1.19396551724138	0.5
5232	cut	cap	first	R-MAT.500.25.99.gexf	500	9758	3	2	[133, 133, 133, 133]	277	219	219.0	inf	14	0	0	0	0	[277.0, 219.0]	R-MAT	500	25	99	gexf	277	1.2648401826484	0.5
5233	cut	cap	first	R-MAT.500.25.99.gexf	500	9758	5	3	[133, 133, 133, 133]	277	198	198.0	inf	26	0	0	0	0	[277.0, 198.0]	R-MAT	500	25	99	gexf	277	1.3989898989899	0.5
5234	cut	cap	first	R-MAT.500.25.99.gexf	500	9758	10	4	[133, 133, 133, 133]	277	171	171.0	inf	47	0	0	0	0	[277.0, 171.0]	R-MAT	500	25	99	gexf	277	1.61988304093567	0.5
5235	cut	cap	first	R-MAT.500.25.99.gexf	500	9758	50	5	[133, 133, 133, 133]	277	83	83.0	inf	107	0	0	0	0	[277.0, 83.0]	R-MAT	500	25	99	gexf	212.302325581395	2.55785934435416	0.5
5236	cut	cap	first	R-MAT.500.5.100.gexf	500	2328	2	1	[34, 34, 34, 34]	44	37	37.0	inf	419	0	0	0	0	[44.0, 37.0]	R-MAT	500	5	100	gexf	44	1.18918918918919	0.5
5237	cut	cap	first	R-MAT.500.5.100.gexf	500	2328	3	2	[34, 34, 34, 34]	44	34	34.0	inf	254	0	0	0	0	[44.0, 34.0]	R-MAT	500	5	100	gexf	44	1.29411764705882	0.5
5238	cut	cap	first	R-MAT.500.5.100.gexf	500	2328	5	3	[34, 34, 34, 34]	44	30	30.0	inf	244	0	0	0	0	[44.0, 30.0]	R-MAT	500	5	100	gexf	44	1.46666666666667	0.5
5239	cut	cap	first	R-MAT.500.5.100.gexf	500	2328	10	4	[34, 34, 34, 34]	44	24	24.0	inf	422	0	0	0	0	[44.0, 24.0]	R-MAT	500	5	100	gexf	44	1.83333333333333	0.5
5241	cut	cap	first	R-MAT.500.10.100.gexf	500	4386	2	1	[71, 71, 71, 71]	105	88	88.0	inf	57	0	0	0	0	[105.0, 88.0]	R-MAT	500	10	100	gexf	105	1.19318181818182	0.5
5242	cut	cap	first	R-MAT.500.10.100.gexf	500	4386	3	2	[71, 71, 71, 71]	105	82	82.0	inf	67	0	0	0	0	[105.0, 82.0]	R-MAT	500	10	100	gexf	105	1.28048780487805	0.5
5243	cut	cap	first	R-MAT.500.10.100.gexf	500	4386	5	3	[71, 71, 71, 71]	105	75	75.0	inf	105	0	0	0	0	[105.0, 75.0]	R-MAT	500	10	100	gexf	105	1.4	0.5
5244	cut	cap	first	R-MAT.500.10.100.gexf	500	4386	10	4	[71, 71, 71, 71]	105	64	64.0	inf	169	0	0	0	0	[105.0, 64.0]	R-MAT	500	10	100	gexf	104.5	1.6328125	0.5
5245	cut	cap	first	R-MAT.500.10.100.gexf	500	4386	50	5	[71, 71, 71, 71]	105	21	21.0	inf	235	0	0	0	0	[105.0, 21.0]	R-MAT	500	10	100	gexf	77.8421052631579	3.70676691729323	0.5
5246	cut	cap	first	R-MAT.500.25.100.gexf	500	9685	2	1	[128, 128, 128, 128]	251	219	219.0	inf	16	0	0	0	0	[251.0, 219.0]	R-MAT	500	25	100	gexf	251	1.14611872146119	0.5
5247	cut	cap	first	R-MAT.500.25.100.gexf	500	9685	3	2	[128, 128, 128, 128]	251	206	206.0	inf	20	0	0	0	0	[251.0, 206.0]	R-MAT	500	25	100	gexf	251	1.21844660194175	0.5
5248	cut	cap	first	R-MAT.500.25.100.gexf	500	9685	5	3	[128, 128, 128, 128]	251	189	189.0	inf	108	0	0	0	0	[251.0, 189.0]	R-MAT	500	25	100	gexf	251	1.32804232804233	0.5
5249	cut	cap	first	R-MAT.500.25.100.gexf	500	9685	10	4	[128, 128, 128, 128]	251	161	161.0	inf	38	0	0	0	0	[251.0, 161.0]	R-MAT	500	25	100	gexf	251	1.55900621118012	0.5
5250	cut	cap	first	R-MAT.500.25.100.gexf	500	9685	50	5	[128, 128, 128, 128]	251	78	78.0	inf	108	0	0	0	0	[251.0, 78.0]	R-MAT	500	25	100	gexf	200.076923076923	2.56508875739645	0.5
5251	cut	cap	first	R-MAT.1000.5.51.gexf	1000	4708	2	1	[58, 58, 58, 58]	69	63	63.0	inf	85	0	0	0	0	[69.0, 63.0]	R-MAT	1000	5	51	gexf	69	1.0952380952381	0.5
5252	cut	cap	first	R-MAT.1000.5.51.gexf	1000	4708	3	2	[58, 58, 58, 58]	69	61	61.0	inf	118	0	0	0	0	[69.0, 61.0]	R-MAT	1000	5	51	gexf	69	1.13114754098361	0.5
5253	cut	cap	first	R-MAT.1000.5.51.gexf	1000	4708	5	3	[58, 58, 58, 58]	69	57	57.0	inf	134	0	0	0	0	[69.0, 57.0]	R-MAT	1000	5	51	gexf	69	1.21052631578947	0.5
5254	cut	cap	first	R-MAT.1000.5.51.gexf	1000	4708	10	4	[58, 58, 58, 58]	69	48	48.0	inf	189	0	0	0	0	[69.0, 48.0]	R-MAT	1000	5	51	gexf	69	1.4375	0.5
5255	cut	cap	first	R-MAT.1000.5.51.gexf	1000	4708	50	5	[58, 58, 58, 58]	69	8	8.0	inf	196	0	0	0	0	[69.0, 8.0]	R-MAT	1000	5	51	gexf	59.5	7.4375	0.5
5256	cut	cap	first	R-MAT.1000.10.51.gexf	1000	9031	2	1	[88, 88, 88, 88]	134	114	114.0	inf	22	0	0	0	0	[134.0, 114.0]	R-MAT	1000	10	51	gexf	134	1.17543859649123	0.5
5257	cut	cap	first	R-MAT.1000.10.51.gexf	1000	9031	3	2	[88, 88, 88, 88]	134	108	108.0	inf	26	0	0	0	0	[134.0, 108.0]	R-MAT	1000	10	51	gexf	134	1.24074074074074	0.5
5258	cut	cap	first	R-MAT.1000.10.51.gexf	1000	9031	5	3	[88, 88, 88, 88]	134	100	100.0	inf	37	0	0	0	0	[134.0, 100.0]	R-MAT	1000	10	51	gexf	134	1.34	0.5
5259	cut	cap	first	R-MAT.1000.10.51.gexf	1000	9031	10	4	[88, 88, 88, 88]	134	89	89.0	inf	66	0	0	0	0	[134.0, 89.0]	R-MAT	1000	10	51	gexf	134	1.50561797752809	0.5
5260	cut	cap	first	R-MAT.1000.10.51.gexf	1000	9031	50	5	[88, 88, 88, 88]	134	38	38.0	inf	111	0	0	0	0	[134.0, 38.0]	R-MAT	1000	10	51	gexf	109.933333333333	2.89298245614035	0.5
5261	cut	cap	first	R-MAT.1000.25.51.gexf	1000	20666	2	1	[188, 188, 188, 188]	368	322	322.0	inf	4	0	0	0	0	[368.0, 322.0]	R-MAT	1000	25	51	gexf	368	1.14285714285714	0.5
5262	cut	cap	first	R-MAT.1000.25.51.gexf	1000	20666	3	2	[188, 188, 188, 188]	368	310	310.0	inf	7	0	0	0	0	[368.0, 310.0]	R-MAT	1000	25	51	gexf	368	1.18709677419355	0.5
5263	cut	cap	first	R-MAT.1000.25.51.gexf	1000	20666	5	3	[188, 188, 188, 188]	368	290	290.0	inf	9	0	0	0	0	[368.0, 290.0]	R-MAT	1000	25	51	gexf	368	1.26896551724138	0.5
5264	cut	cap	first	R-MAT.1000.25.51.gexf	1000	20666	10	4	[188, 188, 188, 188]	368	256	256.0	inf	21	0	0	0	0	[368.0, 256.0]	R-MAT	1000	25	51	gexf	368	1.4375	0.5
5265	cut	cap	first	R-MAT.1000.25.51.gexf	1000	20666	50	5	[188, 188, 188, 188]	368	149	149.0	inf	36	0	0	0	0	[368.0, 149.0]	R-MAT	1000	25	51	gexf	317.590909090909	2.13148261134838	0.5
5266	cut	cap	first	R-MAT.1000.5.52.gexf	1000	4704	2	1	[52, 52, 52, 52]	73	64	64.0	inf	66	0	0	0	0	[73.0, 64.0]	R-MAT	1000	5	52	gexf	73	1.140625	0.5
5267	cut	cap	first	R-MAT.1000.5.52.gexf	1000	4704	3	2	[52, 52, 52, 52]	73	60	60.0	inf	84	0	0	0	0	[73.0, 60.0]	R-MAT	1000	5	52	gexf	73	1.21666666666667	0.5
5268	cut	cap	first	R-MAT.1000.5.52.gexf	1000	4704	5	3	[52, 52, 52, 52]	73	54	54.0	inf	84	0	0	0	0	[73.0, 54.0]	R-MAT	1000	5	52	gexf	73	1.35185185185185	0.5
5269	cut	cap	first	R-MAT.1000.5.52.gexf	1000	4704	10	4	[52, 52, 52, 52]	73	44	44.0	inf	129	0	0	0	0	[73.0, 44.0]	R-MAT	1000	5	52	gexf	73	1.65909090909091	0.5
5270	cut	cap	first	R-MAT.1000.5.52.gexf	1000	4704	50	5	[52, 52, 52, 52]	73	2	2.0	inf	200	0	0	0	0	[73.0, 2.0]	R-MAT	1000	5	52	gexf	52.3076923076923	26.1538461538461	0.5
5271	cut	cap	first	R-MAT.1000.10.52.gexf	1000	9063	2	1	[104, 104, 104, 104]	147	124	124.0	inf	16	0	0	0	0	[147.0, 124.0]	R-MAT	1000	10	52	gexf	147	1.18548387096774	0.5
5272	cut	cap	first	R-MAT.1000.10.52.gexf	1000	9063	3	2	[104, 104, 104, 104]	147	120	120.0	inf	37	0	0	0	0	[147.0, 120.0]	R-MAT	1000	10	52	gexf	147	1.225	0.5
5273	cut	cap	first	R-MAT.1000.10.52.gexf	1000	9063	5	3	[104, 104, 104, 104]	147	113	113.0	inf	45	0	0	0	0	[147.0, 113.0]	R-MAT	1000	10	52	gexf	147	1.30088495575221	0.5
5274	cut	cap	first	R-MAT.1000.10.52.gexf	1000	9063	10	4	[104, 104, 104, 104]	147	103	103.0	inf	69	0	0	0	0	[147.0, 103.0]	R-MAT	1000	10	52	gexf	147	1.42718446601942	0.5
5275	cut	cap	first	R-MAT.1000.10.52.gexf	1000	9063	50	5	[104, 104, 104, 104]	147	54	54.0	inf	110	0	0	0	0	[147.0, 54.0]	R-MAT	1000	10	52	gexf	125.282608695652	2.32004830917874	0.5
5276	cut	cap	first	R-MAT.1000.25.52.gexf	1000	20619	2	1	[202, 202, 202, 202]	381	347	347.0	inf	6	0	0	0	0	[381.0, 347.0]	R-MAT	1000	25	52	gexf	381	1.09798270893372	0.5
5277	cut	cap	first	R-MAT.1000.25.52.gexf	1000	20619	3	2	[202, 202, 202, 202]	381	334	334.0	inf	48	0	0	0	0	[381.0, 334.0]	R-MAT	1000	25	52	gexf	381	1.14071856287425	0.5
5278	cut	cap	first	R-MAT.1000.25.52.gexf	1000	20619	5	3	[202, 202, 202, 202]	381	314	314.0	inf	12	0	0	0	0	[381.0, 314.0]	R-MAT	1000	25	52	gexf	381	1.21337579617834	0.5
5279	cut	cap	first	R-MAT.1000.25.52.gexf	1000	20619	10	4	[202, 202, 202, 202]	381	279	279.0	inf	22	0	0	0	0	[381.0, 279.0]	R-MAT	1000	25	52	gexf	381	1.36559139784946	0.5
5280	cut	cap	first	R-MAT.1000.25.52.gexf	1000	20619	50	5	[202, 202, 202, 202]	381	167	167.0	inf	31	0	0	0	0	[381.0, 167.0]	R-MAT	1000	25	52	gexf	343.953488372093	2.059601726779	0.5
5281	cut	cap	first	R-MAT.1000.5.53.gexf	1000	4729	2	1	[62, 62, 62, 62]	86	73	73.0	inf	54	0	0	0	0	[86.0, 73.0]	R-MAT	1000	5	53	gexf	86	1.17808219178082	0.5
5282	cut	cap	first	R-MAT.1000.5.53.gexf	1000	4729	3	2	[62, 62, 62, 62]	86	70	70.0	inf	83	0	0	0	0	[86.0, 70.0]	R-MAT	1000	5	53	gexf	86	1.22857142857143	0.5
5283	cut	cap	first	R-MAT.1000.5.53.gexf	1000	4729	5	3	[62, 62, 62, 62]	86	64	64.0	inf	83	0	0	0	0	[86.0, 64.0]	R-MAT	1000	5	53	gexf	86	1.34375	0.5
5284	cut	cap	first	R-MAT.1000.5.53.gexf	1000	4729	10	4	[62, 62, 62, 62]	86	54	54.0	inf	126	0	0	0	0	[86.0, 54.0]	R-MAT	1000	5	53	gexf	85.8	1.58888888888889	0.5
5285	cut	cap	first	R-MAT.1000.5.53.gexf	1000	4729	50	5	[62, 62, 62, 62]	86	12	12.0	inf	199	0	0	0	0	[86.0, 12.0]	R-MAT	1000	5	53	gexf	65.3846153846154	5.44871794871795	0.5
5286	cut	cap	first	R-MAT.1000.10.53.gexf	1000	9058	2	1	[89, 89, 89, 89]	130	106	106.0	inf	20	0	0	0	0	[130.0, 106.0]	R-MAT	1000	10	53	gexf	130	1.22641509433962	0.5
5287	cut	cap	first	R-MAT.1000.10.53.gexf	1000	9058	3	2	[89, 89, 89, 89]	130	102	102.0	inf	37	0	0	0	0	[130.0, 102.0]	R-MAT	1000	10	53	gexf	130	1.27450980392157	0.5
5288	cut	cap	first	R-MAT.1000.10.53.gexf	1000	9058	5	3	[89, 89, 89, 89]	130	96	96.0	inf	64	0	0	0	0	[130.0, 96.0]	R-MAT	1000	10	53	gexf	130	1.35416666666667	0.5
5289	cut	cap	first	R-MAT.1000.10.53.gexf	1000	9058	10	4	[89, 89, 89, 89]	130	85	85.0	inf	74	0	0	0	0	[130.0, 85.0]	R-MAT	1000	10	53	gexf	126.5	1.48823529411765	0.5
5290	cut	cap	first	R-MAT.1000.10.53.gexf	1000	9058	50	5	[89, 89, 89, 89]	130	39	39.0	inf	107	0	0	0	0	[130.0, 39.0]	R-MAT	1000	10	53	gexf	105.4	2.7025641025641	0.5
5291	cut	cap	first	R-MAT.1000.25.53.gexf	1000	20801	2	1	[193, 193, 193, 193]	349	309	309.0	inf	5	0	0	0	0	[349.0, 309.0]	R-MAT	1000	25	53	gexf	349	1.1294498381877	0.5
5292	cut	cap	first	R-MAT.1000.25.53.gexf	1000	20801	3	2	[193, 193, 193, 193]	349	298	298.0	inf	48	0	0	0	0	[349.0, 298.0]	R-MAT	1000	25	53	gexf	349	1.17114093959732	0.5
5293	cut	cap	first	R-MAT.1000.25.53.gexf	1000	20801	5	3	[193, 193, 193, 193]	349	277	277.0	inf	12	0	0	0	0	[349.0, 277.0]	R-MAT	1000	25	53	gexf	349	1.25992779783393	0.5
5294	cut	cap	first	R-MAT.1000.25.53.gexf	1000	20801	10	4	[193, 193, 193, 193]	349	250	250.0	inf	37	0	0	0	0	[349.0, 250.0]	R-MAT	1000	25	53	gexf	349	1.396	0.5
5295	cut	cap	first	R-MAT.1000.25.53.gexf	1000	20801	50	5	[193, 193, 193, 193]	349	147	147.0	inf	40	0	0	0	0	[349.0, 147.0]	R-MAT	1000	25	53	gexf	306	2.08163265306122	0.5
5296	cut	cap	first	R-MAT.1000.5.54.gexf	1000	4680	2	1	[58, 58, 58, 58]	76	67	67.0	inf	67	0	0	0	0	[76.0, 67.0]	R-MAT	1000	5	54	gexf	76	1.13432835820896	0.5
5297	cut	cap	first	R-MAT.1000.5.54.gexf	1000	4680	3	2	[58, 58, 58, 58]	76	64	64.0	inf	82	0	0	0	0	[76.0, 64.0]	R-MAT	1000	5	54	gexf	76	1.1875	0.5
5298	cut	cap	first	R-MAT.1000.5.54.gexf	1000	4680	5	3	[58, 58, 58, 58]	76	58	58.0	inf	84	0	0	0	0	[76.0, 58.0]	R-MAT	1000	5	54	gexf	76	1.31034482758621	0.5
5299	cut	cap	first	R-MAT.1000.5.54.gexf	1000	4680	10	4	[58, 58, 58, 58]	76	48	48.0	inf	129	0	0	0	0	[76.0, 48.0]	R-MAT	1000	5	54	gexf	76	1.58333333333333	0.5
5300	cut	cap	first	R-MAT.1000.5.54.gexf	1000	4680	50	5	[58, 58, 58, 58]	76	8	8.0	inf	199	0	0	0	0	[76.0, 8.0]	R-MAT	1000	5	54	gexf	59.7073170731707	7.46341463414634	0.5
5301	cut	cap	first	R-MAT.1000.10.54.gexf	1000	9051	2	1	[102, 102, 102, 102]	136	124	124.0	inf	31	0	0	0	0	[136.0, 124.0]	R-MAT	1000	10	54	gexf	136	1.09677419354839	0.5
5302	cut	cap	first	R-MAT.1000.10.54.gexf	1000	9051	3	2	[102, 102, 102, 102]	136	119	119.0	inf	34	0	0	0	0	[136.0, 119.0]	R-MAT	1000	10	54	gexf	136	1.14285714285714	0.5
5303	cut	cap	first	R-MAT.1000.10.54.gexf	1000	9051	5	3	[102, 102, 102, 102]	136	111	111.0	inf	66	0	0	0	0	[136.0, 111.0]	R-MAT	1000	10	54	gexf	136	1.22522522522523	0.5
5304	cut	cap	first	R-MAT.1000.10.54.gexf	1000	9051	10	4	[102, 102, 102, 102]	136	99	99.0	inf	87	0	0	0	0	[136.0, 99.0]	R-MAT	1000	10	54	gexf	136	1.37373737373737	0.5
5305	cut	cap	first	R-MAT.1000.10.54.gexf	1000	9051	50	5	[102, 102, 102, 102]	136	52	52.0	inf	109	0	0	0	0	[136.0, 52.0]	R-MAT	1000	10	54	gexf	121.704545454545	2.34047202797203	0.5
5306	cut	cap	first	R-MAT.1000.25.54.gexf	1000	20703	2	1	[176, 176, 176, 176]	332	296	296.0	inf	8	0	0	0	0	[332.0, 296.0]	R-MAT	1000	25	54	gexf	332	1.12162162162162	0.5
5307	cut	cap	first	R-MAT.1000.25.54.gexf	1000	20703	3	2	[176, 176, 176, 176]	332	286	286.0	inf	50	0	0	0	0	[332.0, 286.0]	R-MAT	1000	25	54	gexf	332	1.16083916083916	0.5
5308	cut	cap	first	R-MAT.1000.25.54.gexf	1000	20703	5	3	[176, 176, 176, 176]	332	266	266.0	inf	15	0	0	0	0	[332.0, 266.0]	R-MAT	1000	25	54	gexf	332	1.24812030075188	0.5
5309	cut	cap	first	R-MAT.1000.25.54.gexf	1000	20703	10	4	[176, 176, 176, 176]	332	231	231.0	inf	48	0	0	0	0	[332.0, 231.0]	R-MAT	1000	25	54	gexf	332	1.43722943722944	0.5
5310	cut	cap	first	R-MAT.1000.25.54.gexf	1000	20703	50	5	[176, 176, 176, 176]	332	126	126.0	inf	36	0	0	0	0	[332.0, 126.0]	R-MAT	1000	25	54	gexf	286.571428571429	2.27437641723356	0.5
5311	cut	cap	first	R-MAT.1000.5.55.gexf	1000	4739	2	1	[63, 63, 63, 63]	79	70	70.0	inf	66	0	0	0	0	[79.0, 70.0]	R-MAT	1000	5	55	gexf	79	1.12857142857143	0.5
5312	cut	cap	first	R-MAT.1000.5.55.gexf	1000	4739	3	2	[63, 63, 63, 63]	79	67	67.0	inf	85	0	0	0	0	[79.0, 67.0]	R-MAT	1000	5	55	gexf	79	1.17910447761194	0.5
5313	cut	cap	first	R-MAT.1000.5.55.gexf	1000	4739	5	3	[63, 63, 63, 63]	79	63	63.0	inf	116	0	0	0	0	[79.0, 63.0]	R-MAT	1000	5	55	gexf	79	1.25396825396825	0.5
5314	cut	cap	first	R-MAT.1000.5.55.gexf	1000	4739	10	4	[63, 63, 63, 63]	79	53	53.0	inf	118	0	0	0	0	[79.0, 53.0]	R-MAT	1000	5	55	gexf	79	1.49056603773585	0.5
5315	cut	cap	first	R-MAT.1000.5.55.gexf	1000	4739	50	5	[63, 63, 63, 63]	79	13	13.0	inf	196	0	0	0	0	[79.0, 13.0]	R-MAT	1000	5	55	gexf	65.9268292682927	5.07129455909944	0.5
5316	cut	cap	first	R-MAT.1000.10.55.gexf	1000	9055	2	1	[103, 103, 103, 103]	145	129	129.0	inf	26	0	0	0	0	[145.0, 129.0]	R-MAT	1000	10	55	gexf	145	1.12403100775194	0.5
5317	cut	cap	first	R-MAT.1000.10.55.gexf	1000	9055	3	2	[103, 103, 103, 103]	145	123	123.0	inf	25	0	0	0	0	[145.0, 123.0]	R-MAT	1000	10	55	gexf	145	1.17886178861789	0.5
5318	cut	cap	first	R-MAT.1000.10.55.gexf	1000	9055	5	3	[103, 103, 103, 103]	145	116	116.0	inf	45	0	0	0	0	[145.0, 116.0]	R-MAT	1000	10	55	gexf	145	1.25	0.5
5319	cut	cap	first	R-MAT.1000.10.55.gexf	1000	9055	10	4	[103, 103, 103, 103]	145	104	104.0	inf	76	0	0	0	0	[145.0, 104.0]	R-MAT	1000	10	55	gexf	145	1.39423076923077	0.5
5320	cut	cap	first	R-MAT.1000.10.55.gexf	1000	9055	50	5	[103, 103, 103, 103]	145	53	53.0	inf	110	0	0	0	0	[145.0, 53.0]	R-MAT	1000	10	55	gexf	127.5	2.40566037735849	0.5
5321	cut	cap	first	R-MAT.1000.25.55.gexf	1000	20645	2	1	[190, 190, 190, 190]	356	323	323.0	inf	7	0	0	0	0	[356.0, 323.0]	R-MAT	1000	25	55	gexf	356	1.10216718266254	0.5
5322	cut	cap	first	R-MAT.1000.25.55.gexf	1000	20645	3	2	[190, 190, 190, 190]	356	312	312.0	inf	14	0	0	0	0	[356.0, 312.0]	R-MAT	1000	25	55	gexf	356	1.14102564102564	0.5
5323	cut	cap	first	R-MAT.1000.25.55.gexf	1000	20645	5	3	[190, 190, 190, 190]	356	292	292.0	inf	17	0	0	0	0	[356.0, 292.0]	R-MAT	1000	25	55	gexf	356	1.21917808219178	0.5
5324	cut	cap	first	R-MAT.1000.25.55.gexf	1000	20645	10	4	[190, 190, 190, 190]	356	259	259.0	inf	49	0	0	0	0	[356.0, 259.0]	R-MAT	1000	25	55	gexf	356	1.37451737451737	0.5
5325	cut	cap	first	R-MAT.1000.25.55.gexf	1000	20645	50	5	[190, 190, 190, 190]	356	155	155.0	inf	34	0	0	0	0	[356.0, 155.0]	R-MAT	1000	25	55	gexf	318.75	2.05645161290323	0.5
5326	cut	cap	first	R-MAT.1000.5.56.gexf	1000	4746	2	1	[66, 66, 66, 66]	89	80	80.0	inf	187	0	0	0	0	[89.0, 80.0]	R-MAT	1000	5	56	gexf	89	1.1125	0.5
5327	cut	cap	first	R-MAT.1000.5.56.gexf	1000	4746	3	2	[66, 66, 66, 66]	89	76	76.0	inf	98	0	0	0	0	[89.0, 76.0]	R-MAT	1000	5	56	gexf	89	1.17105263157895	0.5
5328	cut	cap	first	R-MAT.1000.5.56.gexf	1000	4746	5	3	[66, 66, 66, 66]	89	70	70.0	inf	83	0	0	0	0	[89.0, 70.0]	R-MAT	1000	5	56	gexf	89	1.27142857142857	0.5
5329	cut	cap	first	R-MAT.1000.5.56.gexf	1000	4746	10	4	[66, 66, 66, 66]	89	59	59.0	inf	115	0	0	0	0	[89.0, 59.0]	R-MAT	1000	5	56	gexf	89	1.50847457627119	0.5
5330	cut	cap	first	R-MAT.1000.5.56.gexf	1000	4746	50	5	[66, 66, 66, 66]	89	16	16.0	inf	195	0	0	0	0	[89.0, 16.0]	R-MAT	1000	5	56	gexf	71.1315789473684	4.44572368421053	0.5
5331	cut	cap	first	R-MAT.1000.10.56.gexf	1000	9062	2	1	[111, 111, 111, 111]	159	145	145.0	inf	24	0	0	0	0	[159.0, 145.0]	R-MAT	1000	10	56	gexf	159	1.09655172413793	0.5
5332	cut	cap	first	R-MAT.1000.10.56.gexf	1000	9062	3	2	[111, 111, 111, 111]	159	139	139.0	inf	26	0	0	0	0	[159.0, 139.0]	R-MAT	1000	10	56	gexf	159	1.14388489208633	0.5
5333	cut	cap	first	R-MAT.1000.10.56.gexf	1000	9062	5	3	[111, 111, 111, 111]	159	129	129.0	inf	54	0	0	0	0	[159.0, 129.0]	R-MAT	1000	10	56	gexf	159	1.23255813953488	0.5
5334	cut	cap	first	R-MAT.1000.10.56.gexf	1000	9062	10	4	[111, 111, 111, 111]	159	115	115.0	inf	63	0	0	0	0	[159.0, 115.0]	R-MAT	1000	10	56	gexf	159	1.38260869565217	0.5
5335	cut	cap	first	R-MAT.1000.10.56.gexf	1000	9062	50	5	[111, 111, 111, 111]	159	61	61.0	inf	108	0	0	0	0	[159.0, 61.0]	R-MAT	1000	10	56	gexf	142.071428571429	2.32903981264637	0.5
5336	cut	cap	first	R-MAT.1000.25.56.gexf	1000	20651	2	1	[175, 175, 175, 175]	361	318	318.0	inf	5	0	0	0	0	[361.0, 318.0]	R-MAT	1000	25	56	gexf	361	1.13522012578616	0.5
5337	cut	cap	first	R-MAT.1000.25.56.gexf	1000	20651	3	2	[175, 175, 175, 175]	361	305	305.0	inf	6	0	0	0	0	[361.0, 305.0]	R-MAT	1000	25	56	gexf	361	1.18360655737705	0.5
5338	cut	cap	first	R-MAT.1000.25.56.gexf	1000	20651	5	3	[175, 175, 175, 175]	361	283	283.0	inf	9	0	0	0	0	[361.0, 283.0]	R-MAT	1000	25	56	gexf	361	1.2756183745583	0.5
5339	cut	cap	first	R-MAT.1000.25.56.gexf	1000	20651	10	4	[175, 175, 175, 175]	361	244	244.0	inf	30	0	0	0	0	[361.0, 244.0]	R-MAT	1000	25	56	gexf	361	1.47950819672131	0.5
5340	cut	cap	first	R-MAT.1000.25.56.gexf	1000	20651	50	5	[175, 175, 175, 175]	361	138	138.0	inf	37	0	0	0	0	[361.0, 138.0]	R-MAT	1000	25	56	gexf	303.512195121951	2.19936373276776	0.5
5341	cut	cap	first	R-MAT.1000.5.57.gexf	1000	4757	2	1	[57, 57, 57, 57]	78	68	68.0	inf	86	0	0	0	0	[78.0, 68.0]	R-MAT	1000	5	57	gexf	78	1.14705882352941	0.5
5342	cut	cap	first	R-MAT.1000.5.57.gexf	1000	4757	3	2	[57, 57, 57, 57]	78	65	65.0	inf	83	0	0	0	0	[78.0, 65.0]	R-MAT	1000	5	57	gexf	78	1.2	0.5
5343	cut	cap	first	R-MAT.1000.5.57.gexf	1000	4757	5	3	[57, 57, 57, 57]	78	59	59.0	inf	84	0	0	0	0	[78.0, 59.0]	R-MAT	1000	5	57	gexf	78	1.32203389830508	0.5
5344	cut	cap	first	R-MAT.1000.5.57.gexf	1000	4757	10	4	[57, 57, 57, 57]	78	49	49.0	inf	116	0	0	0	0	[78.0, 49.0]	R-MAT	1000	5	57	gexf	78	1.59183673469388	0.5
5345	cut	cap	first	R-MAT.1000.5.57.gexf	1000	4757	50	5	[57, 57, 57, 57]	78	7	7.0	inf	195	0	0	0	0	[78.0, 7.0]	R-MAT	1000	5	57	gexf	58.8461538461538	8.40659340659341	0.5
5346	cut	cap	first	R-MAT.1000.10.57.gexf	1000	9081	2	1	[94, 94, 94, 94]	141	121	121.0	inf	26	0	0	0	0	[141.0, 121.0]	R-MAT	1000	10	57	gexf	141	1.16528925619835	0.5
5347	cut	cap	first	R-MAT.1000.10.57.gexf	1000	9081	3	2	[94, 94, 94, 94]	141	117	117.0	inf	48	0	0	0	0	[141.0, 117.0]	R-MAT	1000	10	57	gexf	141	1.20512820512821	0.5
